Stock_Exchange_Code,back_door_listing,Share_holding ratio_sub_shareholders,PE Ratio,PCF,Enterprise_Multiple,PB_ratio,Dynamic_PE_ratio,WACC,Annual_yield,EPS,Net_cash_flow_from_operating_activities_per_share,Gross_operating_Income_per_share,Capital reserves per share,Retained earnings per share,Net cash flow per share,ROE,Net profit margin on sales,ROA,Annualized ROE,Gross profit margin on sales,Selling expense/Gross revenue,Overheads/Gross revenue(%),Financial expenses/Gross revenue(%),Ratio of profits to cost,R&D expenses/Gross revenue(%),Gearing ratio,Equity Multiplier,Current ratio,Cash ratio,Quick ratio,Times interest earned,Long-term debt to working capital ratio,Net debt/equity value(%),Interest-bearing debt/equity value,Inventory turnover days,Inventory turnover,Accounts receivable turnover ratio,Accounts payable turnover ratio,Current asset turnover ratio,Fixed asset turnover ratio,Total asset turnover ratio,Working capital turnover ratio,Non-current capital turnover,Earning per share growth rate(%),Year-on-year growth rate of total revenue(%),Year-on-year growth rate of operating profit(%),Year-on-year growth rate of total profits(%),Year-on-year growth rate of net cash flow from operating activities(%),Year-on-year growth rate of ROE(Diluted),Year-on-year growth rate of net assets(%),Year-on-year growth of total liabilities(%),Year-on-year growth rate of net cash flow(%),Year-on-year growth of total assets(%),Year-on-year growth of net profit(%),Year-on-year growth of total operating cost(%),Net asset per share growth rate,Total asset growth relative to the beginning of the year,Increase/decrease rate(%),Audit opinion
300662.SZ,0,35.85,49.1212,-51.7817,32.7038,8.6314,61.8482,15,172.6404,0.6384,0.0457,14.5307,1.2409,2.1698,-0.2499,14.8387,5.3331,12.3394,19.7849,14.3411,3.0013,4.2572,0.0421,5.7056,0.1659,39.905,1.664,1.9417,0.4872,1.9417,165.2901,0.0621,-2.7797,1.1654,0,0,3.9109,33.5916,2.461,231.9261,1.7719,5.1242,8.5404,24.8094,80.1428,30.6298,28.0578,-79.2957,7.8047,15.7767,17.3756,80.3354,17.1008,26.9996,83.8519,12.7471,14.2057,19.9809,5
603179.SH,0,33.05,12.9438,54.9035,11.5697,2.2064,15.4579,10.97,-29.958,0.57,-0.7828,9.4223,3.0659,2.8642,-0.7514,8.122,6.0221,3.99,10.8293,21.2827,4.3665,4.4931,1.0625,6.7612,4.3424,62.9509,2.6991,1.2977,0.2428,0.9759,7.2889,0.8318,2.9619,23.0057,103.2518,2.615,1.7062,1.1329,0.7769,2.4684,0.5152,3.0924,2.0776,-43.5644,-18.6468,-48.1044,-49.1537,-139.8393,-42.9342,0.4312,13.1737,-143.4787,8.9351,-43.3495,-14.9844,-0.4608,13.031,19.6412,5
603456.SH,0,32.58,44.3006,-39.3192,17.9308,2.3797,37.9931,12.03,2.1564,0.17,0.3862,1.6854,1.1781,1.0752,0.3709,4.9106,9.9398,4.6182,6.5474,31.479,1.9667,12.4878,-0.3426,11.8463,4.8142,23.5714,1.3084,2.3163,0.7804,1.4728,0,0.0998,-4.3916,1.2205,169.526,1.5927,2.6504,3.3901,0.8369,1.0036,0.393,1.3342,0.9062,41.6667,7.0396,42.657,44.028,42.0402,40.1442,2.1871,73.1206,834.7591,13.0767,43.87,7.4595,-0.7554,9.1316,124.601,5
603887.SH,0,21.87,52.8639,132.7871,44.0208,4.8832,44.3911,10.56,-13.8504,1.24,-0.2828,7.8547,8.9977,2.0195,0.4602,12.7108,12.3482,8.6221,16.9478,26.1045,2.1048,3.6444,1.4949,15.1484,2.9704,46.8914,1.8829,1.4492,0.177,1.0284,10.6529,0.2803,1.8349,6.3548,162.0778,1.6659,1.7947,2.152,0.8057,6.1537,0.5414,2.2401,2.2967,153.0612,97.7179,252.7436,255.7666,47.7354,-5.207,271.1233,227.2782,255.1359,249.383,251.7099,83.1636,99.7868,243.3626,77.2577,5
603022.SH,0,58.79,55.5371,20.9459,28.5289,2.702,75.7118,13.76,-37.8816,0.13,0.3205,2.4917,0.6737,1.3838,-0.3782,4.0918,5.1376,3.7606,5.4557,20.0084,4.4246,8.5639,0.3023,5.4781,1.5835,24.049,1.3166,2.3038,0.5143,1.7705,20.6506,0.0821,-3.667,4.1367,68.5386,3.9394,2.7354,4.145,1.1319,2.4614,0.6024,1.9801,1.7357,-18.75,1.6133,-28.9176,-32.2766,63.7517,-21.3976,2.2899,6.3507,-264.8798,3.2379,-19.5978,5.0502,2.7195,1.8691,88.3488,5
300633.SZ,0,25.07,49.8368,206.7069,41.4863,9.2665,251.7388,12.41,21.9372,0.1586,0.0674,1.9462,0.7574,1.5519,-0.0689,4.7482,8.0459,4.105,6.331,65.7068,33.995,6.6375,0.7743,10.4577,21.8956,39.1404,1.6431,2.3305,0.1592,1.8079,13.6916,0.3289,0.404,1.7174,282.0159,0.9574,2.2928,2.3902,0.6166,11.9139,0.3872,1.0599,1.5992,-62.77,-0.3808,-62.2777,-61.7692,-44.685,-66.4911,11.274,101.9335,-167.0352,34.9959,-62.7133,17.3765,2.6647,22.2073,-13.0672,5
603912.SH,0,38.72,29.2351,-89.1539,25.1176,4.6082,29.1659,15.09,162.3,0.35,-0.0772,2.3172,1.7702,0.9386,-0.2503,10.3246,15.0822,7.4947,13.7661,37.3838,11.8024,5.5771,0.5366,18.5462,3.9924,39.409,1.6504,2.378,0.0957,1.8968,32.8166,0.0539,-0.9218,2.4739,214.441,1.2591,2.2996,1.7629,0.492,6.405,0.4256,0.8246,3.7291,-7.8947,32.4817,-6.8058,-7.3803,18.0864,-16.2983,14.7482,50.2551,70.6354,26.5318,-3.9538,44.3584,6.194,15.5092,4.69,5
603825.SH,0,28.49,24.6708,466.7088,32.6209,2.2699,-1868.3415,8.59,55.8624,0.37,1.9882,33.2763,2.7723,2.8613,-0.2954,5.8484,1.108,2.2639,7.7979,10.8115,4.5765,1.4619,0.7076,1.156,2.7946,78.2967,4.6076,1.2269,0.0525,1.1639,2.7757,0.0714,29.6506,38.0694,11.0573,24.4183,1.4797,1.9109,1.2232,251.2758,1.1527,6.5884,23.8009,19.3548,2.5508,30.7874,46.8137,223.5396,-3.8267,24.6093,33.421,-181.286,31.3027,37.2561,3.06,14.7227,14.7654,42.3615,5
300476.SZ,0,22.68,23.4182,-424.6794,18.3526,3.0634,23.516,10.06,4.6728,0.46,0.9829,3.4355,1.6725,1.3493,-0.2191,11.6093,13.3987,7.5198,15.4791,27.412,3.347,3.7655,-0.7624,16.9225,4.5063,46.6997,1.8762,0.9515,0.1393,0.7506,0,0,-1.3767,6.0643,66.049,4.0879,1.7819,1.0067,1.0245,1.3718,0.4693,103.0881,1.1343,9.5238,11.3317,16.15,17.3221,120.6356,1.051,10.8599,55.5172,-1311.4934,28.0285,12.025,11.9027,6.3259,11.3166,41.529,5
300757.SZ,0,30.38,37.1463,18.4027,31.3742,11.4235,143.3713,12.86,579.7476,0.58,-0.2276,6.665,3.2891,2.2931,0.4318,11.389,8.3813,5.3809,15.1853,23.0717,3.059,3.1735,-0.3438,10.0745,4.0332,52.7467,2.1163,1.6774,0.5142,1.1498,0,0,-4.0946,2.3617,195.1892,1.3833,1.9889,1.6209,0.6675,12.3302,0.5856,1.8976,5.5996,-45.283,34.0969,-10.1252,-9.4747,-1523.3697,-63.3386,148.232,45.7785,1262.6039,81.057,-9.2184,40.2584,29.0216,70.7391,97.4709,5
688123.SH,0,21.27,0,0,0,0,0,0,0,0.84,0.28,4.2124,9.1683,0.6185,0.0148,21.0189,19.9726,19.1533,28.0252,41.8682,4.2724,5.5225,-1.6886,30.0941,10.963,13.4961,1.156,8.0129,4.8755,7.0947,0,0.0151,0,0,70.874,3.8096,4.3935,5.3622,0.9079,176.2345,0.8917,1.0637,66.8208,18.3099,10.8765,11.6946,12.6247,-62.0201,0,0,0,-98.9121,0,16.9703,9.4258,17.9356,12.9043,115.5789,5
603655.SH,0,42.45,74.9845,-24.4238,31.4198,3.4899,86.4156,18.08,141.4572,0.13,0.2089,1.0311,2.6794,0.7872,0.0247,2.8229,12.457,3.2376,3.7639,40.7591,3.3863,18.9381,-1.1373,15.1254,5.6635,4.8029,1.0505,16.73,5.9464,15.7186,0,0.0147,-7.3659,0,82.4504,3.2747,0.9417,3.9774,0.3265,0.7558,0.2138,0.352,0.8988,-40.9091,-16.2793,-27.8556,-43.164,-5.2807,-43.1039,2.0624,-0.2101,103.2202,1.9509,-41.9304,-11.6746,0.6272,-1.1584,42.1994,5
601689.SH,0,65.75,17.9326,95.182,11.6066,1.6575,26.3536,12.43,-22.6524,0.32,0.7335,3.5696,3.2317,2.3039,-0.1429,4.6615,9.0679,3.8013,6.2154,26.1476,5.1329,4.161,-0.1231,10.8047,6.2586,32.0757,1.4722,1.6605,0.1912,1.2861,0,0.1963,-3.5626,5.5605,114.3719,2.3607,1.6101,1.1342,0.7021,1.1898,0.3483,1.7059,0.9716,-44.8276,-15.4957,-43.0433,-44.2178,104.6898,-46.6182,2.4204,1.9074,84.2155,2.2914,-44.814,-11.0521,-30.7026,-1.6115,75.4697,5
300486.SZ,0,22.92,37.5362,12.0436,25.3187,2.1984,58.2383,12.66,-20.2236,0.31,-0.1463,2.778,4.594,1.7416,0.1488,4.4507,10.8859,3.1777,5.9342,29.1708,3.0239,7.8121,1.4645,12.9631,5.6658,40.0105,1.667,1.5273,0.3049,0.9309,9.1608,0.2291,-5.8168,5.8657,362.5107,0.7448,1.2482,0.8196,0.4481,1.4608,0.2369,1.5284,0.7201,3.3333,14.5546,13.1949,14.4379,-1277.2524,-4.3986,25.6261,27.0014,143.0267,26.1341,20.1199,15.1904,10.4956,15.1559,54.5097,5
300627.SZ,0,24,43.2135,-51.4583,35.0961,5.5811,65.9478,14.89,-10.9152,0.2916,-0.3432,2.8669,1.4512,1.3309,-0.7582,7.8463,10.1995,6.3009,10.4617,54.4638,26.607,7.1504,-0.6641,12.8689,15.5441,29.3269,1.415,3.424,0.7297,2.9085,0,0.0855,-3.7257,1.6997,139.6457,1.9335,1.6368,2.0972,0.5941,16.8848,0.5132,0.8885,5.8436,6.0364,11.5225,9.3798,9.1322,63.1307,-4.0225,11.4099,5.55,5.4141,10.4516,6.4776,10.9944,7.7529,-3.5064,27.099,5
002829.SZ,0,28.53,175.1862,53.6807,53.7247,3.8715,202.8405,12.69,-20.7756,0.03,-0.2894,1.2815,2.5056,2.0964,-0.7148,0.6192,-1.1616,0.2231,0.8256,47.6327,8.2473,22.5131,3.5146,-1.3192,21.3069,40.0017,1.6667,1.8926,0.1106,1.2564,0.5145,0.5063,5.1456,7.8011,643.6261,0.4195,0.4525,0.6116,0.2347,0.8578,0.1234,0.49,0.5772,-76.9231,-27.2983,-110.1504,-109.7928,35.601,-73.3334,-0.3263,-3.933,-63.7114,-1.3095,-108.1,-16.831,2.8568,-0.7972,20.8333,5
601698.SH,0,79.73,0,0,0,0,0,0,0,0.082,0.2877,0.483,1.4687,0.2627,0.2283,2.9204,25.1119,2.9849,3.8939,37.7384,1.9869,6.7056,-1.206,35.7034,1.6957,20.7193,1.2613,1.5769,1.313,1.571,0,0.5961,0,0,3.0673,88.0247,3.9738,1.3932,0.497,0.2007,0.1064,1.6432,0.2052,17.9856,-0.901,3.2897,5.1107,-18.0713,0,0,0,231.9031,0,19.1386,14.8788,3.2687,11.7318,316.1765,5
002816.SZ,0,12.43,417.1722,-78.3261,131.4261,4.2061,-132.5172,12.84,-16.6656,-0.2103,0.1923,0.8692,2.0526,1.9076,-0.4186,-4.076,-24.1944,-3.4155,-5.4347,33.1452,18.3312,35.8731,0.2431,-19.6297,8.1043,15.7441,1.1869,5.1538,0.6969,3.4612,-101.1868,0.0122,-2.0294,0.7214,681.9998,0.3959,0.3778,0.8562,0.1765,1.0982,0.1388,0.2246,1.0352,-415.2924,-61.4025,-527.1338,-371.0858,167.1033,-429.6528,-4.3573,-48.815,-2657.1018,-15.8629,-415.2889,-48.1852,-4.3143,-8.3335,44.1747,5
002918.SZ,0,31.01,15.4163,24.252,11.0275,2.2327,26.7309,13.97,33.096,0.75,2.1326,6.6538,2.9234,2.7194,1.3214,11.4043,11.3456,7.9886,15.2057,36.7247,14.8453,4.8918,0.35,13.5353,3.8897,45.0099,1.8185,1.8163,0.9298,1.3612,40.134,0.0594,-21.012,7.1581,149.5338,1.8056,3.4367,1.2868,0.7092,5.933,0.5688,1.4573,3.5404,11.9403,17.4405,16.4348,15.8979,839.7834,0.3454,13.0561,33.9427,743.4024,21.5901,13.4466,18.2944,-35.9665,15.6695,108.445,5
688299.SH,0,16.06,0,0,0,0,0,0,0,0.46,0.56,2.9798,3.7039,0.7906,-0.1854,14.7693,15.4611,9.5227,19.6925,31.6602,3.8582,4.4648,1.5574,19.5209,3.9658,48.0766,1.9259,1.3238,0.3127,1.129,12.9983,0.8694,0,0,52.8984,5.1041,1.6633,2.427,0.9747,1.0926,0.4704,4.2387,1.282,91.6667,44.0767,93.2291,89.4309,353.5936,0,0,0,-548.5679,0,90.935,36.1628,15.2841,3.7914,26.1123,5
688389.SH,0,28.98,0,0,0,0,0,0,0,0.17,0.08,0.79,1.1475,0.2313,-0.4979,9.8447,22.0657,9.006,13.1262,60.8993,21.1327,4.4842,-1.5685,34.4167,18.2479,14.8652,1.1746,5.8231,3.7441,5.2551,0,0.0715,0,0,101.8554,2.6508,28.6645,3.1101,0.5482,14.8103,0.3735,0.6675,1.6377,41.6667,34.05,44.9646,45.206,5.4181,46.0313,0.9128,-17.9486,51.7344,-2.4215,47.3643,22.4282,0.985,-2.4215,80.4396,5
603387.SH,0,39.52,26.0136,-83.2908,21.9516,5.1834,20.5107,16.45,83.4828,0.77,0.2138,2.4217,2.3417,2.1646,0.1819,14.0585,32.5291,14.1533,18.7446,71.096,18.4519,7.8813,-0.2935,58.0452,11.3273,10.9217,1.1226,7.1927,1.0716,6.2803,0,0.0057,-2.1822,0.5736,216.4842,1.2472,5.5636,4.8062,0.4869,4.3688,0.3828,0.5659,2.6572,10,38.9986,12.4118,11.7804,-28.21,-5.3553,16.5832,28.8156,137.7715,19.2298,13.5,56.6408,-21.2107,9.7713,22.8508,5
603530.SH,0,67.49,0,0,0,0,0,0,0,0.22,0.2504,1.0721,0.4157,1.0097,0.6047,8.999,18.563,8.7146,11.9986,41.9683,8.339,6.5164,-0.1555,25.0262,5.3448,16.728,1.2009,5.0723,2.195,4.459,0,0.1025,0,0,95.635,2.8232,1.3736,4.9371,0.6852,2.0614,0.4017,0.8565,1.3896,0,-8.3968,4.3118,2.6667,-18.2367,0,0,0,862.8493,0,1.452,-12.4912,24.6812,36.9115,240.5724,5
300639.SZ,0,32.48,28.043,-25.7475,20.0367,3.4453,48.7885,12.86,1.1892,0.4932,0.2301,2.3814,1.9483,2.0927,-0.0297,10.4716,18.9541,8.9413,13.9621,81.1894,35.1347,17.4316,0.119,26.2653,7.7661,7.75,1.084,7.4643,0.5691,6.8491,176.2282,0.0174,-2.0219,0,129.3723,2.087,1.7589,3.7911,0.7648,1.5617,0.4264,0.8842,1.3127,37.0381,27.8828,29.9461,29.1078,87.5848,24.1635,7.6976,7.088,94.2593,6.0308,32.1458,26.8849,-10.1741,4.3261,101.2828,5
603949.SH,0,26.6,0,0,0,0,0,0,0,0.62,0.6194,2.2952,0.1826,1.3085,-0.0446,19.0279,26.8116,18.8545,25.3705,53.481,8.6521,7.8935,0.6292,41.3306,3.9877,13.6122,1.1576,7.0816,0.6414,5.607,50.7641,0.1202,0,0,120.8852,2.2335,1.8076,5.7699,1.0305,1.8223,0.5819,1.3035,1.7771,3.3333,7.5215,6.3738,3.9689,-26.8649,0,0,0,58.0888,0,2.0002,4.5888,21.0285,8.2021,0,5
300672.SZ,0,21.69,58.4858,-26.9204,51.7056,5.1722,-392.2612,11.47,168.8868,0.0053,-0.0042,1.6452,3.6637,0.9631,-0.6837,0.0712,1.3162,0.4598,0.0949,40.9512,8.3591,15.0967,1.5359,1.5601,29.7165,41.6942,1.7151,1.7847,0.5856,1.4843,1.7333,0.5754,0.6403,3.4596,208.7923,1.2932,1.057,2.6661,0.3253,4.0378,0.1727,0.8523,0.6689,101.2326,69.3732,102.0113,102.0257,99.7792,101.3102,17.7574,483.5551,63.9895,76.5037,107.4833,46.5963,-35.3074,10.7487,78.7861,5
688189.SH,0,38.1,0,0,0,0,0,0,0,0,0,0,1.9309,-0.7034,0,18.0143,0,0,24.0191,0,0,0,0,0,0,56.8417,2.3171,0,0,0,0,0,0,0,0,0,0,0,2.3552,2.5735,0.9499,0,2.5947,0,29.6714,38.653,37.0706,20.0242,0,0,0,0,0,0,0,0,2.8398,0,5
603866.SH,0,24.96,37.4066,-365.2726,24.3633,7.1637,50.5792,10.41,23.67,0.7635,0.9051,6.2557,1.5773,2.2528,0.7028,14.3162,12.2053,14.254,19.0883,39.6144,21.6496,1.8817,-0.1437,14.3748,0.1746,28.698,1.4025,4.246,3.0486,4.0414,0,0.4143,-5.7043,0,12.8234,21.0552,8.6798,7.0821,1.7656,3.1945,0.9191,2.3143,2.5454,8.6987,16.9482,7.9447,8.262,0.504,-2.2767,11.2429,168.6147,2357.008,33.7265,8.7102,18.2659,-27.8941,29.3456,34.042,5
002925.SZ,0,49.37,27.1381,-121.8272,22.3535,5.8137,35.1134,14.68,159.7032,1.42,0.3346,5.6784,3.7318,3.4329,-0.6703,17.2217,25.1144,15.0832,22.9622,38.7107,1.4052,4.1119,-2.544,38.6093,6.4737,22.8745,1.2966,3.6105,0.7342,3.0733,0,0.0354,-4.6192,0.352,75.9451,3.5552,2.6406,2.5851,0.6775,8.5817,0.5343,0.9057,3.6115,4.4118,29.0221,9.0197,9.0352,-77.6785,-1.5255,8.9769,44.9711,-446.3954,16.1581,8.3239,36.3783,2.9212,6.0055,2.3681,5
002757.SZ,0,37.61,26.8507,126.3314,21.96,3.1102,23.6881,8.84,9.4032,0.7552,1.1226,5.5775,4.795,2.8921,0.5239,8.7279,13.5697,8.1493,11.6372,26.7041,2.5854,4.9585,0.2303,16.6087,3.8661,23.8061,1.3124,2.1914,0.8604,1.686,68.5829,0.2452,-4.9544,2.2499,70.973,3.8043,4.8288,4.2139,1.2643,2.3231,0.516,2.0533,1.1773,18.7608,35.2377,24.9006,24.7844,177.7936,15.7071,9.4235,62.5081,196.8959,19.5476,27.3071,36.6289,-29.7217,18.4846,-9.6877,5
688139.SH,0,31.73,0,0,0,0,0,0,0,0.56,0.71,3.0626,5.8297,0.6458,2.3968,11.3233,18.4197,6.8443,15.0978,53.2577,13.9379,7.6712,-2.5257,27.6221,11.2315,35.3034,1.5457,2.1844,1.3944,2.0774,0,0.0044,0,0,49.5552,5.4485,8.0378,0.8472,0.428,15.5917,0.3501,0.9025,2.5776,80.6452,17.7955,65.5286,62.1991,52.6807,0,0,0,118.3929,0,78.4431,0.1964,12.3035,-13.2343,85.9627,5
603096.SH,0,52.9,34.4032,51.6882,25.3557,4.7668,37.242,10.89,30.54,1.48,1.0734,5.1224,7.2309,5.163,-0.2752,11.0537,29.2356,13.0702,14.7382,47.8005,10.5851,6.7915,-0.3879,42.2117,0.3608,7.567,1.0819,12.5054,2.8323,10.6789,0,0.0001,-4.3274,0,222.1681,1.2153,4.861,4.3501,0.3669,120.3927,0.3424,0.4056,6.2696,6.4748,2.5269,5.1657,5.3179,1308.5965,-3.8194,11.2695,-24.4824,-135.5919,6.792,5.6809,1.3976,7.6623,4.0121,-9.4408,5
603568.SH,0,43.16,21.3231,95.4606,17.4101,5.8124,18.2471,10.19,15.8532,0.8,0.4165,1.6334,0.363,2.391,-0.6935,21.637,48.33,14.2335,28.8493,62.0155,0.6259,4.1513,4.1285,101.1038,1.7865,39.7555,1.6599,2.8128,0.9282,2.624,13.5406,1.8738,1.5399,4.8851,45.8029,5.8948,3.2617,1.7277,0.8851,8.1974,0.2546,1.372,0.4509,26.9841,31.4297,25.0812,25.1516,14.6645,-6.9912,38.7503,20.8706,-1117.943,31.0814,29.033,32.165,-7.1839,10.5326,37.2668,5
603948.SH,0,67.2559,0,0,0,0,0,0,0,0,0,0,0.4222,4.5312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
603583.SH,0,30,27.0501,27.4648,21.6614,4.6376,30.8156,19.91,179.0616,1.27,1.2368,5.7039,5.2273,3.1453,2.5503,13.5061,22.2069,13.3673,18.0082,38.6327,6.3305,6.8839,-1.4723,30.074,5.2256,15.2544,1.18,5.1391,3.3574,4.4003,0,0.0085,-6.381,0.0195,91.3118,2.9569,7.638,2.8738,0.6645,3.5705,0.5091,0.8378,2.7536,4.0984,37.4725,36.1815,38.8702,67.0921,19.9971,17.3564,1.6981,-46.8305,14.6633,40.8242,45.8459,-24.9665,7.4522,67.4712,5
300457.SZ,0,26.41,26.8434,-1529.304,23.3263,3.0334,31.7973,10.74,4.53,0.639,0.3222,3.6743,4.9305,2.5705,-1.0509,7.7344,18.7857,6.0764,10.3125,40.6641,4.4491,5.045,1.69,26.2504,6.8523,43.4282,1.7677,1.6048,0.1925,1.3658,14.1162,0.0654,3.4554,9.0965,189.777,1.4227,0.819,0.7324,0.3732,2.6032,0.2547,0.9178,0.9494,5.6548,1.1306,25.0291,24.3021,213.3037,1.1404,13.172,4.3192,-217.1942,9.4979,23.7094,-4.6708,7.8072,10.9505,22.0458,5
002859.SZ,0,48.71,30.403,40.7389,21.2025,5.1484,113.3291,11.27,9.7524,0.3704,1.1806,2.5369,2.7378,2.2916,0.1912,6.1006,14.6023,4.8522,8.1342,34.0769,4.7391,8.1324,-1.8663,18.7518,7.8541,22.4259,1.2891,5.0702,2.0774,3.7908,0,0.3262,-2.7751,3.0768,180.3856,1.4968,1.783,2.7753,0.6091,0.9066,0.3157,0.8255,0.9292,-53.6246,-34.5505,-57.1805,-57.2475,336.6375,-56.0039,6.5677,-4.0506,756.5041,3.987,-53.1143,-25.6051,1.6908,-3.5064,13.646,5
002777.SZ,0,26.29,47.7163,-64.7508,31.7464,5.8222,105.8047,12.01,6.2388,0.38,-0.5499,2.209,2.2007,1.2851,-0.4618,8.0995,18.3493,4.8811,10.7994,56.082,13.1454,15.3098,-1.1015,25.4649,8.0476,40.3732,1.6771,2.3726,1.0004,1.7892,0,0.1358,-11.7015,1.2639,435.1926,0.6204,2.2335,3.1998,0.3117,5.2052,0.2541,0.5498,2.8523,5.5556,17.5699,30.2217,23.7301,-363.131,28.2835,10.4506,9.6398,-923.9194,10.4748,35.7726,12.0835,-19.9757,-0.671,102.3143,5
688116.SH,0,10.13,0,0,0,0,0,0,0,0.52,0.2931,1.2974,5.2303,0.4751,3.7568,8.2906,30.1833,8.2843,11.0541,48.6043,3.5872,6.9106,1.1446,47.156,5.2128,11.4048,1.1287,9.5187,6.7687,9.0198,31.518,0.0496,0,0,108.4909,2.4887,1.6501,2.1196,0.3314,1.2427,0.2296,0.4076,0.9194,92.5926,27.6332,93.0936,93.2299,196.2193,0,0,0,473.2303,0,98.7869,15.8538,83.3065,107.9471,102.1875,5
300590.SZ,0,37.9,39.8591,-38.7396,38.9107,6.7269,53.8714,12.02,15.9108,0.6194,0.1638,2.6828,2.8456,1.7542,-0.3064,11.0706,22.9111,10.3315,14.7608,44.9578,6.4489,3.8846,-1.2998,35.57,13.7015,14.6754,1.172,4.9601,0.6678,4.1252,0,0.0056,-3.0514,0,143.6427,1.8797,4.0987,2.4351,0.5458,4.5212,0.4029,0.6985,2.2446,20.1785,42.2057,20.1034,17.9872,-68.2474,6.2306,13.3031,-6.8167,65.2052,9.8231,20.3625,50.4789,7.4911,2.5383,47.0706,5
300819.SZ,0,68.81,0,0,0,0,0,0,0,0.6,1.1416,5.3369,2.623,1.2566,0.0093,10.4721,11.1492,10.0959,13.9628,26.3032,2.932,4.6234,0.4235,13.4697,3.9024,25.213,1.3371,1.8195,0.7789,1.31,32.9897,0.0146,0,0,87.8172,3.0746,6.4093,3.9543,1.4041,1.7775,0.7226,2.4595,1.8621,-13.0435,4.8013,-14.2298,-11.0943,32.6342,0,0,0,-97.2967,0,-13.5385,9.0794,11.0507,20.068,0,5
603517.SH,0,36.17,27.8252,22.956,19.3071,6.176,25.7646,12.71,12.2856,1.06,1.4848,6.676,1.3611,3.3912,0.9836,18.2706,15.6271,18.5764,24.3608,34.6951,8.7229,5.0969,0.5364,19.4235,0.2516,30.5088,1.439,2.7231,1.3839,2.2534,40.7498,0.4419,-3.4002,6.1472,55.444,4.8698,502.3052,10.6517,1.9264,3.6969,0.8499,3.3327,1.9557,-10.9244,18.9819,24.7676,25.4056,67.4132,-2.1625,28.8512,67.4607,751.4728,38.1545,26.2291,19.0346,-15.8446,39.2865,98.9112,5
603229.SH,0,59.99,44.3879,42.2859,30.3574,3.6868,70.7794,12.4,81.1776,0.31,0.4693,1.2714,1.4291,1.4208,-0.049,8.1316,24.7164,6.348,10.8421,52.6281,2.8429,15.0599,-5.4554,40.5329,14.3469,24.2347,1.3199,2.8922,1.448,1.944,0,0.0252,-9.8212,4.636,440.1554,0.6134,3.0575,0.7461,0.3697,1.1361,0.2473,0.574,1.1189,55,31.8815,57.721,58.9485,792.3302,42.5806,9.044,2.3193,-111.4493,7.3344,55.4757,17.7131,6.9412,5.1772,77.7951,5
300635.SZ,0,19,41.4964,-95.8887,23.2043,3.2386,65.0034,11.87,2.5008,0.3054,-0.0458,2.7132,1.2639,2.1493,-0.9087,6.524,12.7946,5.9534,8.6986,35.8873,2.0271,11.1767,1.3279,16.112,6.2067,43.6894,1.7759,2.1793,0.2966,2.1793,13.1598,0.2733,1.5841,8.509,0,0,0.5941,0,0.446,9.4049,0.3407,0.7195,2.1569,1.8339,7.3902,-2.3337,-1.8873,74.5718,2.8159,-0.4576,66.1216,-540.3661,21.4777,-3.0542,13.0278,-2.7074,17.0929,-16.5105,5
603016.SH,0,29.21,41.7215,-1015.5647,26.3248,3.0846,47.6676,12.04,-11.82,0.31,0.3297,2.2389,1.8624,2.287,-0.1722,5.6662,14.6055,5.6693,7.5549,38.5064,4.7536,11.9039,-0.8501,18.5972,6.1654,10.9285,1.1227,7.203,2.8549,6.3399,0,0,-12.1724,0,121.4607,2.2229,2.2844,2.4977,0.4353,2.5498,0.3474,0.5075,2.2861,-3.125,5.7052,-1.289,-0.8712,174.275,-1.5784,0.4731,15.4809,51.4343,1.954,-0.5987,6.6347,-1.0305,-2.0079,3.7089,5
603686.SH,0,18.83,17.0771,671.8867,11.904,1.5629,17.2326,11.61,-40.182,0.48,-0.7857,7.2747,2.1243,2.3684,-0.7598,8.4068,7.153,6.3214,11.209,25.2906,8.5147,4.8687,0.1297,8.0657,1.4209,40.0717,1.6687,1.8824,0.2062,1.5491,67.7457,0.0256,-19.3795,0.945,63.2668,4.2676,1.6489,1.7991,0.9184,4.683,0.7192,1.8585,4.362,0,21.7422,1.9906,2.1442,47.3981,-5.9588,6.4496,10.9681,-95.787,7.4966,1.2202,24.994,-24.3894,3.4688,42.3484,5
300497.SZ,0,26.26,22.911,9.5906,14.9412,3.8252,19.9804,11.32,-8.1072,0.81,0.6538,3.5645,1.3373,2.4026,0.077,17.3732,22.7115,11.4726,23.1643,42.465,1.7568,7.3146,1.1162,33.0509,4.4153,46.0794,1.8546,1.88,0.9624,1.6155,25.5776,0.5556,-0.8262,21.3631,103.4127,2.6109,3.5869,2.4272,0.6978,1.8817,0.4018,1.9343,1.2578,3.8462,8.3618,26.6911,29.9054,37.1258,-0.1788,25.3162,30.3325,-44.6668,27.4833,26.727,2.6633,-5.8216,19.1107,25.6667,5
